uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_044fcb2b,0,0,2.501368,3.499904,6.024145,9.636695,0
n2_chain_044fcb2b,0,1,10.647039,5.441867,10.034996,5.061717,0
n2_chain_044fcb2b,1,0,3.252028,4.436125,6.024145,9.636695,0
n2_chain_044fcb2b,1,1,10.417261,5.299148,10.034996,5.061717,0
n2_chain_044fcb2b,2,0,3.991850,5.380808,6.024145,9.636695,0
n2_chain_044fcb2b,2,1,10.417261,5.299148,10.034996,5.061717,0
n2_chain_044fcb2b,3,0,4.644397,6.386935,6.024145,9.636695,0
n2_chain_044fcb2b,3,1,10.417261,5.299148,10.034996,5.061717,0
n2_chain_044fcb2b,4,0,5.163794,7.468028,6.024145,9.636695,0
n2_chain_044fcb2b,4,1,10.417261,5.299148,10.034996,5.061717,0
n2_chain_044fcb2b,5,0,5.613646,8.580473,6.024145,9.636695,0
n2_chain_044fcb2b,5,1,10.417261,5.299148,10.034996,5.061717,0
n2_chain_044fcb2b,6,0,6.024145,9.636695,8.617968,6.131279,1
n2_chain_044fcb2b,6,1,10.417261,5.299148,10.034996,5.061717,0
n2_chain_044fcb2b,7,0,6.146799,9.430404,8.617968,6.131279,2
n2_chain_044fcb2b,7,1,10.213386,5.172519,10.034996,5.061717,0
n2_chain_044fcb2b,8,0,6.760072,8.398951,8.617968,6.131279,2
n2_chain_044fcb2b,8,1,10.034996,5.061717,3.308236,6.089895,2
n2_chain_044fcb2b,9,0,7.373583,7.367639,8.617968,6.131279,2
n2_chain_044fcb2b,9,1,8.848772,5.243030,3.308236,6.089895,2
n2_chain_044fcb2b,10,0,8.092899,6.479909,8.617968,6.131279,2
n2_chain_044fcb2b,10,1,7.662549,5.424343,3.308236,6.089895,2
n2_chain_044fcb2b,11,0,8.617968,6.131279,8.617968,6.131279,3
n2_chain_044fcb2b,11,1,6.476326,5.605656,3.308236,6.089895,2
n2_chain_044fcb2b,12,0,8.617968,6.131279,8.617968,6.131279,3
n2_chain_044fcb2b,12,1,5.290103,5.786969,3.308236,6.089895,2
n2_chain_044fcb2b,13,0,8.617968,6.131279,8.617968,6.131279,3
n2_chain_044fcb2b,13,1,4.103879,5.968282,3.308236,6.089895,2
n2_chain_44dbed2b,0,0,4.720453,11.469309,10.284366,10.774479,0
n2_chain_44dbed2b,0,1,11.289189,8.040962,9.995781,11.242687,0
n2_chain_44dbed2b,1,0,5.911204,11.320606,10.284366,10.774479,0
n2_chain_44dbed2b,1,1,10.135567,8.249218,9.995781,11.242687,0
n2_chain_44dbed2b,2,0,7.089986,11.172317,10.284366,10.774479,0
n2_chain_44dbed2b,2,1,9.984119,9.289929,9.995781,11.242687,0
n2_chain_44dbed2b,3,0,8.280838,11.024427,10.284366,10.774479,0
n2_chain_44dbed2b,3,1,10.131992,10.478052,9.995781,11.242687,0
n2_chain_44dbed2b,4,0,9.471613,10.875916,10.284366,10.774479,0
n2_chain_44dbed2b,4,1,10.546131,11.199222,9.995781,11.242687,0
n2_chain_44dbed2b,5,0,10.284366,10.774479,7.655052,8.072914,1
n2_chain_44dbed2b,5,1,10.938388,11.555984,9.995781,11.242687,0
n2_chain_44dbed2b,6,0,10.200671,10.688484,7.655052,8.072914,2
n2_chain_44dbed2b,6,1,10.938388,11.555984,9.995781,11.242687,0
n2_chain_44dbed2b,7,0,9.363720,9.828534,7.655052,8.072914,2
n2_chain_44dbed2b,7,1,9.995781,11.242687,3.912661,5.844189,1
n2_chain_44dbed2b,8,0,8.526769,8.968585,7.655052,8.072914,2
n2_chain_44dbed2b,8,1,9.995781,11.242687,3.912661,5.844189,1
n2_chain_44dbed2b,9,0,7.673768,8.127916,7.655052,8.072914,2
n2_chain_44dbed2b,9,1,9.510969,10.889194,3.912661,5.844189,2
n2_chain_44dbed2b,10,0,7.655052,8.072914,7.655052,8.072914,3
n2_chain_44dbed2b,10,1,8.541344,10.182209,3.912661,5.844189,2
n2_chain_44dbed2b,11,0,7.655052,8.072914,7.655052,8.072914,3
n2_chain_44dbed2b,11,1,7.571719,9.475225,3.912661,5.844189,2
