uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_037af541,0,0,1.564153,6.000559,4.924409,4.037243,0
n2_chain_037af541,0,1,6.931410,5.035181,4.573099,4.460423,0
n2_chain_037af541,1,0,2.016351,4.969538,4.924409,4.037243,0
n2_chain_037af541,1,1,5.800512,4.759563,4.573099,4.460423,0
n2_chain_037af541,2,0,2.866571,4.473756,4.924409,4.037243,0
n2_chain_037af541,2,1,5.104316,4.541552,4.573099,4.460423,0
n2_chain_037af541,3,0,4.038215,4.237296,4.924409,4.037243,0
n2_chain_037af541,3,1,4.979140,4.856220,4.573099,4.460423,0
n2_chain_037af541,4,0,4.924409,4.037243,4.217364,0.607255,1
n2_chain_037af541,4,1,4.844482,4.849441,4.573099,4.460423,0
n2_chain_037af541,5,0,4.782935,3.578569,4.217364,0.607255,2
n2_chain_037af541,5,1,4.573099,4.460423,7.445946,6.392421,1
n2_chain_037af541,6,0,4.503570,2.412218,4.217364,0.607255,2
n2_chain_037af541,6,1,4.573099,4.460423,7.445946,6.392421,1
n2_chain_037af541,7,0,4.276299,1.274319,4.217364,0.607255,2
n2_chain_037af541,7,1,4.977942,4.718287,7.445946,6.392421,2
n2_chain_037af541,8,0,4.217364,0.607255,4.217364,0.607255,3
n2_chain_037af541,8,1,5.975424,5.385358,7.445946,6.392421,2
n2_chain_037af541,9,0,4.217364,0.607255,4.217364,0.607255,3
n2_chain_037af541,9,1,6.965808,6.062955,7.445946,6.392421,2
n2_chain_4387676d,0,0,7.296994,1.088591,4.622716,8.037243,0
n2_chain_4387676d,0,1,5.452864,5.516680,1.002848,3.970285,0
n2_chain_4387676d,1,0,6.308073,1.768272,4.622716,8.037243,0
n2_chain_4387676d,1,1,4.562262,4.727241,1.002848,3.970285,0
n2_chain_4387676d,2,0,5.395875,2.541474,4.622716,8.037243,0
n2_chain_4387676d,2,1,3.465795,4.295670,1.002848,3.970285,0
n2_chain_4387676d,3,0,5.055337,3.460563,4.622716,8.037243,0
n2_chain_4387676d,3,1,2.268462,4.295493,1.002848,3.970285,0
n2_chain_4387676d,4,0,4.940628,4.655068,4.622716,8.037243,0
n2_chain_4387676d,4,1,1.392197,4.195911,1.002848,3.970285,0
n2_chain_4387676d,5,0,4.827982,5.849769,4.622716,8.037243,0
n2_chain_4387676d,5,1,1.392197,4.195911,1.002848,3.970285,0
n2_chain_4387676d,6,0,4.715827,7.044516,4.622716,8.037243,0
n2_chain_4387676d,6,1,1.392197,4.195911,1.002848,3.970285,0
n2_chain_4387676d,7,0,4.622716,8.037243,4.990878,4.320172,1
n2_chain_4387676d,7,1,1.392197,4.195911,1.002848,3.970285,0
n2_chain_4387676d,8,0,4.622716,8.037243,4.990878,4.320172,1
n2_chain_4387676d,8,1,1.392197,4.195911,1.002848,3.970285,0
n2_chain_4387676d,9,0,4.798266,6.971606,4.990878,4.320172,2
n2_chain_4387676d,9,1,1.002848,3.970285,5.681346,9.199962,1
n2_chain_4387676d,10,0,4.967140,5.786155,4.990878,4.320172,2
n2_chain_4387676d,10,1,0.882281,4.309179,5.681346,9.199962,2
n2_chain_4387676d,11,0,4.990117,4.588067,4.990878,4.320172,2
n2_chain_4387676d,11,1,0.837586,5.502367,5.681346,9.199962,2
n2_chain_4387676d,12,0,4.990878,4.320172,4.990878,4.320172,3
n2_chain_4387676d,12,1,0.928008,6.694212,5.681346,9.199962,2
n2_chain_4387676d,13,0,4.990878,4.320172,4.990878,4.320172,3
n2_chain_4387676d,13,1,1.235253,7.446398,5.681346,9.199962,2
n2_chain_4387676d,14,0,4.990878,4.320172,4.990878,4.320172,3
n2_chain_4387676d,14,1,2.337858,7.919464,5.681346,9.199962,2
n2_chain_4387676d,15,0,4.990878,4.320172,4.990878,4.320172,3
n2_chain_4387676d,15,1,3.455914,8.355266,5.681346,9.199962,2
n2_chain_4387676d,16,0,4.990878,4.320172,4.990878,4.320172,3
n2_chain_4387676d,16,1,4.577452,8.782058,5.681346,9.199962,2
n2_chain_94c06314,0,0,0.703689,8.282451,4.017631,9.298675,0
n2_chain_94c06314,0,1,4.074369,9.368369,4.519927,9.074624,0
n2_chain_94c06314,1,0,1.175485,9.199502,4.017631,9.298675,0
n2_chain_94c06314,1,1,4.144227,9.322313,4.519927,9.074624,0
n2_chain_94c06314,2,0,2.278135,9.256670,4.017631,9.298675,0
n2_chain_94c06314,2,1,4.437421,9.585288,4.519927,9.074624,0
n2_chain_94c06314,3,0,3.463913,9.339573,4.017631,9.298675,0
n2_chain_94c06314,3,1,4.785370,9.538998,4.519927,9.074624,0
n2_chain_94c06314,4,0,4.017631,9.298675,8.183632,5.433985,1
n2_chain_94c06314,4,1,5.021521,8.945159,4.519927,9.074624,0
n2_chain_94c06314,5,0,3.974975,8.966471,8.183632,5.433985,2
n2_chain_94c06314,5,1,4.905621,9.128988,4.519927,9.074624,0
n2_chain_94c06314,6,0,4.355362,7.972690,8.183632,5.433985,2
n2_chain_94c06314,6,1,4.519927,9.074624,9.288334,3.090681,1
n2_chain_94c06314,7,0,5.496477,7.630277,8.183632,5.433985,2
n2_chain_94c06314,7,1,4.519927,9.074624,9.288334,3.090681,1
n2_chain_94c06314,8,0,6.478394,6.943430,8.183632,5.433985,2
n2_chain_94c06314,8,1,5.043415,8.417692,9.288334,3.090681,2
n2_chain_94c06314,9,0,7.385046,6.157485,8.183632,5.433985,2
n2_chain_94c06314,9,1,5.791255,7.479217,9.288334,3.090681,2
n2_chain_94c06314,10,0,8.183632,5.433985,8.183632,5.433985,3
n2_chain_94c06314,10,1,6.517949,6.527244,9.288334,3.090681,2
n2_chain_94c06314,11,0,8.183632,5.433985,8.183632,5.433985,3
n2_chain_94c06314,11,1,7.030456,5.446461,9.288334,3.090681,2
n2_chain_94c06314,12,0,8.183632,5.433985,8.183632,5.433985,3
n2_chain_94c06314,12,1,7.808719,4.555987,9.288334,3.090681,2
n2_chain_94c06314,13,0,8.183632,5.433985,8.183632,5.433985,3
n2_chain_94c06314,13,1,8.690937,3.745905,9.288334,3.090681,2
n2_chain_f4e42d69,0,0,9.567715,6.133226,1.307463,3.481561,0
n2_chain_f4e42d69,0,1,11.432429,4.419424,3.096513,1.659781,0
n2_chain_f4e42d69,1,0,8.416917,5.793132,1.307463,3.481561,0
n2_chain_f4e42d69,1,1,10.746656,3.434683,3.096513,1.659781,0
n2_chain_f4e42d69,2,0,7.266119,5.453037,1.307463,3.481561,0
