uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_3c52259f,0,0,4.215137,9.440543,8.469345,1.062290,0
n2_chain_3c52259f,0,1,7.813466,6.408728,8.496718,1.611609,0
n2_chain_3c52259f,1,0,4.523574,8.280859,8.469345,1.062290,0
n2_chain_3c52259f,1,1,8.593608,5.963929,8.496718,1.611609,0
n2_chain_3c52259f,2,0,4.836325,7.122335,8.469345,1.062290,0
n2_chain_3c52259f,2,1,9.182208,5.587095,8.496718,1.611609,0
n2_chain_3c52259f,3,0,5.160698,5.967013,8.469345,1.062290,0
n2_chain_3c52259f,3,1,9.291883,4.769702,8.496718,1.611609,0
n2_chain_3c52259f,4,0,5.491967,4.813644,8.469345,1.062290,0
n2_chain_3c52259f,4,1,9.281574,3.869766,8.496718,1.611609,0
n2_chain_3c52259f,5,0,5.841044,3.665797,8.469345,1.062290,0
n2_chain_3c52259f,5,1,9.197874,2.976519,8.496718,1.611609,0
n2_chain_3c52259f,6,0,6.241510,2.645717,8.469345,1.062290,0
n2_chain_3c52259f,6,1,8.976137,2.310556,8.496718,1.611609,0
n2_chain_3c52259f,7,0,7.150604,1.947396,8.469345,1.062290,0
n2_chain_3c52259f,7,1,8.784779,2.012012,8.496718,1.611609,0
n2_chain_3c52259f,8,0,8.145815,1.276975,8.469345,1.062290,0
n2_chain_3c52259f,8,1,8.784779,2.012012,8.496718,1.611609,0
n2_chain_3c52259f,9,0,8.469345,1.062290,4.170408,7.624103,1
n2_chain_3c52259f,9,1,8.745084,1.986861,8.496718,1.611609,0
n2_chain_3c52259f,10,0,8.469345,1.062290,4.170408,7.624103,2
n2_chain_3c52259f,10,1,8.745084,1.986861,8.496718,1.611609,0
n2_chain_3c52259f,11,0,7.407831,1.609324,4.170408,7.624103,2
n2_chain_3c52259f,11,1,8.496718,1.611609,5.182106,2.036607,1
n2_chain_3c52259f,12,0,6.513146,2.406919,4.170408,7.624103,2
n2_chain_3c52259f,12,1,8.496718,1.611609,5.182106,2.036607,1
n2_chain_3c52259f,13,0,5.863239,3.383559,4.170408,7.624103,2
n2_chain_3c52259f,13,1,7.425487,1.748961,5.182106,2.036607,2
n2_chain_3c52259f,14,0,5.400229,4.490572,4.170408,7.624103,2
n2_chain_3c52259f,14,1,6.235232,1.901575,5.182106,2.036607,2
n2_chain_3c52259f,15,0,4.958283,5.606223,4.170408,7.624103,2
n2_chain_3c52259f,15,1,5.182106,2.036607,5.182106,2.036607,3
n2_chain_3c52259f,16,0,4.521402,6.723869,4.170408,7.624103,2
n2_chain_3c52259f,16,1,5.182106,2.036607,5.182106,2.036607,3
n2_chain_7970095e,0,0,0.864629,0.815088,5.050450,0.596671,0
n2_chain_7970095e,0,1,5.855188,0.830935,5.443101,0.981800,0
n2_chain_7970095e,1,0,2.039441,0.646515,5.050450,0.596671,0
n2_chain_7970095e,1,1,5.912149,0.839919,5.443101,0.981800,0
n2_chain_7970095e,2,0,3.154795,0.611235,5.050450,0.596671,0
n2_chain_7970095e,2,1,5.895177,0.894118,5.443101,0.981800,0
n2_chain_7970095e,3,0,4.248212,0.553908,5.050450,0.596671,0
n2_chain_7970095e,3,1,5.896776,1.018064,5.443101,0.981800,0
n2_chain_7970095e,4,0,5.050450,0.596671,3.558575,7.464186,1
n2_chain_7970095e,4,1,5.841325,1.382458,5.443101,0.981800,0
n2_chain_7970095e,5,0,4.968269,0.579385,3.558575,7.464186,2
n2_chain_7970095e,5,1,5.747140,1.235135,5.443101,0.981800,0
n2_chain_7970095e,6,0,4.553609,0.572606,3.558575,7.464186,2
n2_chain_7970095e,6,1,5.439964,0.953802,5.443101,0.981800,0
n2_chain_7970095e,7,0,4.439515,0.540134,3.558575,7.464186,2
n2_chain_7970095e,7,1,5.443101,0.981800,2.449327,4.415893,1
n2_chain_7970095e,8,0,4.511824,0.581657,3.558575,7.464186,2
n2_chain_7970095e,8,1,5.415245,1.340721,2.449327,4.415893,2
n2_chain_7970095e,9,0,5.212195,0.937770,3.558575,7.464186,2
n2_chain_7970095e,9,1,5.321622,2.537061,2.449327,4.415893,2
n2_chain_7970095e,10,0,5.223968,2.134844,3.558575,7.464186,2
n2_chain_7970095e,10,1,5.127409,3.711822,2.449327,4.415893,2
n2_chain_7970095e,11,0,5.162656,3.332764,3.558575,7.464186,2
n2_chain_7970095e,11,1,4.294130,4.507439,2.449327,4.415893,2
n2_chain_7970095e,12,0,4.950424,4.508772,3.558575,7.464186,2
n2_chain_7970095e,12,1,3.120357,4.536300,2.449327,4.415893,2
n2_chain_7970095e,13,0,4.602456,5.657111,3.558575,7.464186,2
n2_chain_7970095e,13,1,2.449327,4.415893,2.449327,4.415893,3
n2_chain_7970095e,14,0,4.167711,6.772413,3.558575,7.464186,2
n2_chain_7970095e,14,1,2.449327,4.415893,2.449327,4.415893,3
n2_chain_e453c916,0,0,7.312074,6.554602,2.627269,2.245737,0
n2_chain_e453c916,0,1,3.809466,7.097186,6.479579,1.653368,0
n2_chain_e453c916,1,0,6.148362,6.528700,2.627269,2.245737,0
n2_chain_e453c916,1,1,3.829498,5.897353,6.479579,1.653368,0
n2_chain_e453c916,2,0,4.949672,6.483070,2.627269,2.245737,0
n2_chain_e453c916,2,1,3.849530,4.697520,6.479579,1.653368,0
n2_chain_e453c916,3,0,4.022862,6.379031,2.627269,2.245737,0
