uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_09ac254f,0,0,0.713712,0.587405,6.571137,1.062462,0
n2_chain_09ac254f,0,1,3.442954,8.880606,7.057492,1.319285,0
n2_chain_09ac254f,1,0,1.909785,0.684410,6.571137,1.062462,0
n2_chain_09ac254f,1,1,3.870873,7.759693,7.057492,1.319285,0
n2_chain_09ac254f,2,0,3.105858,0.781416,6.571137,1.062462,0
n2_chain_09ac254f,2,1,4.200010,6.606020,7.057492,1.319285,0
n2_chain_09ac254f,3,0,4.301930,0.878421,6.571137,1.062462,0
n2_chain_09ac254f,3,1,4.480152,5.439196,7.057492,1.319285,0
n2_chain_09ac254f,4,0,5.498003,0.975427,6.571137,1.062462,0
n2_chain_09ac254f,4,1,4.748613,4.269612,7.057492,1.319285,0
n2_chain_09ac254f,5,0,6.145928,0.915162,6.571137,1.062462,0
n2_chain_09ac254f,5,1,5.067786,3.118727,7.057492,1.319285,0
n2_chain_09ac254f,6,0,6.187955,0.692180,6.571137,1.062462,0
n2_chain_09ac254f,6,1,5.695692,2.259296,7.057492,1.319285,0
n2_chain_09ac254f,7,0,6.289089,0.617468,6.571137,1.062462,0
n2_chain_09ac254f,7,1,6.681219,1.574781,7.057492,1.319285,0
n2_chain_09ac254f,8,0,6.295140,0.707039,6.571137,1.062462,0
n2_chain_09ac254f,8,1,7.057492,1.319285,1.480870,9.013377,1
n2_chain_09ac254f,9,0,6.573015,0.958596,6.571137,1.062462,0
n2_chain_09ac254f,9,1,6.253167,1.843336,1.480870,9.013377,2
n2_chain_09ac254f,10,0,6.571137,1.062462,4.661823,2.878489,1
n2_chain_09ac254f,10,1,5.316414,2.586612,1.480870,9.013377,2
n2_chain_09ac254f,11,0,5.962484,1.641376,4.661823,2.878489,2
n2_chain_09ac254f,11,1,4.903596,3.690762,1.480870,9.013377,2
n2_chain_09ac254f,12,0,5.092981,2.468397,4.661823,2.878489,2
n2_chain_09ac254f,12,1,4.622327,4.857313,1.480870,9.013377,2
n2_chain_09ac254f,13,0,4.661823,2.878489,4.661823,2.878489,3
n2_chain_09ac254f,13,1,4.343853,6.024461,1.480870,9.013377,2
n2_chain_09ac254f,14,0,4.661823,2.878489,4.661823,2.878489,3
n2_chain_09ac254f,14,1,3.955829,7.148519,1.480870,9.013377,2
n2_chain_09ac254f,15,0,4.661823,2.878489,4.661823,2.878489,3
n2_chain_09ac254f,15,1,3.177783,7.889785,1.480870,9.013377,2
n2_chain_09ac254f,16,0,4.661823,2.878489,4.661823,2.878489,3
n2_chain_09ac254f,16,1,2.180424,8.556996,1.480870,9.013377,2
n2_chain_598addcf,0,0,11.412256,10.661199,0.696806,6.879672,0
n2_chain_598addcf,0,1,3.938552,8.375096,2.602213,11.230863,0
n2_chain_598addcf,1,0,10.283143,10.254869,0.696806,6.879672,0
n2_chain_598addcf,1,1,3.434044,9.463889,2.602213,11.230863,0
n2_chain_598addcf,2,0,9.154030,9.848538,0.696806,6.879672,0
n2_chain_598addcf,2,1,2.923667,10.549943,2.602213,11.230863,0
n2_chain_598addcf,3,0,8.024917,9.442208,0.696806,6.879672,0
n2_chain_598addcf,3,1,2.602213,11.230863,3.317650,1.299242,1
n2_chain_598addcf,4,0,6.895804,9.035878,0.696806,6.879672,0
n2_chain_598addcf,4,1,2.602213,11.230863,3.317650,1.299242,1
n2_chain_598addcf,5,0,5.766691,8.629548,0.696806,6.879672,0
n2_chain_598addcf,5,1,2.967624,10.602730,3.317650,1.299242,2
n2_chain_598addcf,6,0,4.637547,8.223304,0.696806,6.879672,0
n2_chain_598addcf,6,1,3.252795,9.777588,3.317650,1.299242,2
n2_chain_598addcf,7,0,3.506321,7.822912,0.696806,6.879672,0
n2_chain_598addcf,7,1,3.619022,8.792826,3.317650,1.299242,2
n2_chain_598addcf,8,0,2.370250,7.436483,0.696806,6.879672,0
n2_chain_598addcf,8,1,3.902849,7.633755,3.317650,1.299242,2
n2_chain_598addcf,9,0,1.266971,6.976754,0.696806,6.879672,0
n2_chain_598addcf,9,1,4.006734,6.448493,3.317650,1.299242,2
n2_chain_598addcf,10,0,0.696806,6.879672,10.412189,4.259169,1
n2_chain_598addcf,10,1,3.988644,5.248652,3.317650,1.299242,2
n2_chain_598addcf,11,0,0.935902,6.900478,10.412189,4.259169,2
n2_chain_598addcf,11,1,3.880658,4.055261,3.317650,1.299242,2
n2_chain_598addcf,12,0,2.122109,7.006619,10.412189,4.259169,2
n2_chain_598addcf,12,1,3.652853,2.877138,3.317650,1.299242,2
n2_chain_598addcf,13,0,3.314969,6.905635,10.412189,4.259169,2
n2_chain_598addcf,13,1,3.404023,1.703222,3.317650,1.299242,2
n2_chain_598addcf,14,0,4.254327,6.488100,10.412189,4.259169,2
n2_chain_598addcf,14,1,3.317650,1.299242,3.317650,1.299242,3
n2_chain_598addcf,15,0,4.990080,5.540527,10.412189,4.259169,2
n2_chain_598addcf,15,1,3.317650,1.299242,3.317650,1.299242,3
n2_chain_598addcf,16,0,5.698417,4.720146,10.412189,4.259169,2
n2_chain_598addcf,16,1,3.317650,1.299242,3.317650,1.299242,3
n2_chain_598addcf,17,0,6.878836,4.547398,10.412189,4.259169,2
n2_chain_598addcf,17,1,3.317650,1.299242,3.317650,1.299242,3
n2_chain_598addcf,18,0,8.074678,4.447602,10.412189,4.259169,2
n2_chain_598addcf,18,1,3.317650,1.299242,3.317650,1.299242,3
n2_chain_598addcf,19,0,9.270773,4.350863,10.412189,4.259169,2
n2_chain_598addcf,19,1,3.317650,1.299242,3.317650,1.299242,3
n2_chain_9e2fbfe5,0,0,7.351373,6.289021,2.734047,3.426379,0
n2_chain_9e2fbfe5,0,1,1.952075,6.449059,2.644654,3.969066,0
n2_chain_9e2fbfe5,1,0,6.356166,5.618526,2.734047,3.426379,0
n2_chain_9e2fbfe5,1,1,2.052206,5.254022,2.644654,3.969066,0
n2_chain_9e2fbfe5,2,0,5.396862,4.961867,2.734047,3.426379,0
n2_chain_9e2fbfe5,2,1,2.346247,4.305895,2.644654,3.969066,0
n2_chain_9e2fbfe5,3,0,4.365344,4.348788,2.734047,3.426379,0
n2_chain_9e2fbfe5,3,1,2.346247,4.305895,2.644654,3.969066,0
