uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_0f5be0e9,0,0,6.977584,1.031923,6.365259,4.756486,0
n2_chain_0f5be0e9,0,1,1.023977,1.998658,8.338466,2.960816,0
n2_chain_0f5be0e9,1,0,6.510941,2.137475,6.365259,4.756486,0
n2_chain_0f5be0e9,1,1,2.107350,1.483637,8.338466,2.960816,0
n2_chain_0f5be0e9,2,0,6.046875,3.244087,6.365259,4.756486,0
n2_chain_0f5be0e9,2,1,3.231949,1.105733,8.338466,2.960816,0
n2_chain_0f5be0e9,3,0,6.185877,4.388360,6.365259,4.756486,0
n2_chain_0f5be0e9,3,1,4.431584,1.132112,8.338466,2.960816,0
n2_chain_0f5be0e9,4,0,6.365259,4.756486,6.730795,3.679727,1
n2_chain_0f5be0e9,4,1,5.622363,1.221324,8.338466,2.960816,0
n2_chain_0f5be0e9,5,0,6.581608,4.014045,6.730795,3.679727,2
n2_chain_0f5be0e9,5,1,6.654535,1.824920,8.338466,2.960816,0
n2_chain_0f5be0e9,6,0,6.730795,3.679727,6.730795,3.679727,3
n2_chain_0f5be0e9,6,1,7.651156,2.493286,8.338466,2.960816,0
n2_chain_0f5be0e9,7,0,6.730795,3.679727,6.730795,3.679727,3
n2_chain_0f5be0e9,7,1,8.338466,2.960816,7.793294,9.148825,1
n2_chain_0f5be0e9,8,0,6.730795,3.679727,6.730795,3.679727,3
n2_chain_0f5be0e9,8,1,8.338466,2.960816,7.793294,9.148825,1
n2_chain_0f5be0e9,9,0,6.730795,3.679727,6.730795,3.679727,3
n2_chain_0f5be0e9,9,1,8.383700,3.799597,7.793294,9.148825,2
n2_chain_0f5be0e9,10,0,6.730795,3.679727,6.730795,3.679727,3
n2_chain_0f5be0e9,10,1,8.445617,4.997995,7.793294,9.148825,2
n2_chain_0f5be0e9,11,0,6.730795,3.679727,6.730795,3.679727,3
n2_chain_0f5be0e9,11,1,8.545563,6.183219,7.793294,9.148825,2
n2_chain_0f5be0e9,12,0,6.730795,3.679727,6.730795,3.679727,3
n2_chain_0f5be0e9,12,1,8.511018,7.382643,7.793294,9.148825,2
n2_chain_0f5be0e9,13,0,6.730795,3.679727,6.730795,3.679727,3
n2_chain_0f5be0e9,13,1,8.403293,8.496159,7.793294,9.148825,2
n2_chain_5d8ff341,0,0,5.099693,7.170520,2.590591,4.467133,0
n2_chain_5d8ff341,0,1,11.061603,8.762916,2.076980,4.270401,0
n2_chain_5d8ff341,1,0,4.894140,6.294307,2.590591,4.467133,0
n2_chain_5d8ff341,1,1,9.989241,8.224361,2.076980,4.270401,0
n2_chain_5d8ff341,2,0,4.688587,5.418095,2.590591,4.467133,0
n2_chain_5d8ff341,2,1,8.916879,7.685807,2.076980,4.270401,0
n2_chain_5d8ff341,3,0,4.431468,4.558394,2.590591,4.467133,0
n2_chain_5d8ff341,3,1,7.844518,7.147253,2.076980,4.270401,0
n2_chain_5d8ff341,4,0,3.232699,4.509138,2.590591,4.467133,0
n2_chain_5d8ff341,4,1,6.772156,6.608699,2.076980,4.270401,0
n2_chain_5d8ff341,5,0,2.978650,4.223041,2.590591,4.467133,0
n2_chain_5d8ff341,5,1,5.712839,6.046166,2.076980,4.270401,0
n2_chain_5d8ff341,6,0,2.850000,4.049198,2.590591,4.467133,0
n2_chain_5d8ff341,6,1,4.820689,5.267537,2.076980,4.270401,0
n2_chain_5d8ff341,7,0,2.226507,4.198606,2.590591,4.467133,0
n2_chain_5d8ff341,7,1,3.928832,4.600338,2.076980,4.270401,0
n2_chain_5d8ff341,8,0,1.526847,4.606920,2.590591,4.467133,0
n2_chain_5d8ff341,8,1,2.783029,4.249939,2.076980,4.270401,0
n2_chain_5d8ff341,9,0,1.122595,4.723021,2.590591,4.467133,0
n2_chain_5d8ff341,9,1,2.076980,4.270401,10.747106,1.504328,1
n2_chain_5d8ff341,10,0,1.133072,4.346178,2.590591,4.467133,0
n2_chain_5d8ff341,10,1,2.076980,4.270401,10.747106,1.504328,1
n2_chain_5d8ff341,11,0,1.970194,4.415648,2.590591,4.467133,0
n2_chain_5d8ff341,11,1,3.005462,4.026434,10.747106,1.504328,2
n2_chain_5d8ff341,12,0,2.590591,4.467133,10.688812,8.271330,1
n2_chain_5d8ff341,12,1,4.131724,3.620165,10.747106,1.504328,2
