uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_23a7937c,0,0,8.391820,4.072180,6.685721,0.978574,0
n2_chain_23a7937c,0,1,4.058475,5.092182,2.416370,7.530455,0
n2_chain_23a7937c,1,0,8.241739,2.882734,6.685721,0.978574,0
n2_chain_23a7937c,1,1,4.561895,6.122084,2.416370,7.530455,0
n2_chain_23a7937c,2,0,7.878107,1.945355,6.685721,0.978574,0
n2_chain_23a7937c,2,1,3.832197,7.070750,2.416370,7.530455,0
n2_chain_23a7937c,3,0,7.038205,1.258313,6.685721,0.978574,0
n2_chain_23a7937c,3,1,2.821373,7.500754,2.416370,7.530455,0
n2_chain_23a7937c,4,0,7.038205,1.258313,6.685721,0.978574,0
n2_chain_23a7937c,4,1,2.416370,7.530455,8.796506,3.968035,1
n2_chain_23a7937c,5,0,7.038205,1.258313,6.685721,0.978574,0
n2_chain_23a7937c,5,1,2.416370,7.530455,8.796506,3.968035,2
n2_chain_23a7937c,6,0,6.685721,0.978574,8.454268,7.090010,1
n2_chain_23a7937c,6,1,3.603347,7.368243,8.796506,3.968035,2
n2_chain_23a7937c,7,0,6.685721,0.978574,8.454268,7.090010,2
n2_chain_23a7937c,7,1,4.746809,7.005029,8.796506,3.968035,2
n2_chain_23a7937c,8,0,7.617924,1.730438,8.454268,7.090010,2
n2_chain_23a7937c,8,1,5.900017,6.673622,8.796506,3.968035,2
n2_chain_23a7937c,9,0,8.226838,2.535458,8.454268,7.090010,2
n2_chain_23a7937c,9,1,7.059439,6.364519,8.796506,3.968035,2
n2_chain_23a7937c,10,0,8.285817,3.734008,8.454268,7.090010,2
n2_chain_23a7937c,10,1,8.114087,6.008392,8.796506,3.968035,2
n2_chain_23a7937c,11,0,8.345806,4.932508,8.454268,7.090010,2
n2_chain_23a7937c,11,1,9.072955,5.585321,8.796506,3.968035,2
n2_chain_23a7937c,12,0,8.406036,6.130995,8.454268,7.090010,2
n2_chain_23a7937c,12,1,9.071833,4.822367,8.796506,3.968035,2
n2_chain_631adeb0,0,0,6.196817,1.069131,2.459240,1.425460,0
n2_chain_631adeb0,0,1,1.009883,2.043218,1.938687,1.247907,0
n2_chain_631adeb0,1,0,5.004374,1.176006,2.459240,1.425460,0
n2_chain_631adeb0,1,1,1.508101,1.417214,1.938687,1.247907,0
n2_chain_631adeb0,2,0,3.810296,1.295052,2.459240,1.425460,0
n2_chain_631adeb0,2,1,1.536279,1.012403,1.938687,1.247907,0
n2_chain_631adeb0,3,0,2.615849,1.410368,2.459240,1.425460,0
n2_chain_631adeb0,3,1,1.730115,0.647100,1.938687,1.247907,0
n2_chain_631adeb0,4,0,2.459240,1.425460,6.657871,6.290484,1
n2_chain_631adeb0,4,1,1.653646,0.852447,1.938687,1.247907,0
n2_chain_631adeb0,5,0,2.988153,1.913593,6.657871,6.290484,2
n2_chain_631adeb0,5,1,1.938687,1.247907,0.540503,4.752144,1
n2_chain_631adeb0,6,0,3.657417,2.889643,6.657871,6.290484,2
n2_chain_631adeb0,6,1,1.938687,1.247907,0.540503,4.752144,1
n2_chain_631adeb0,7,0,4.056186,4.021270,6.657871,6.290484,2
n2_chain_631adeb0,7,1,1.321801,1.982153,0.540503,4.752144,2
n2_chain_631adeb0,8,0,4.445857,5.155479,6.657871,6.290484,2
