uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_17c11878,0,0,7.054707,2.292900,6.750650,3.425268,0
n2_chain_17c11878,0,1,0.504597,3.213238,6.391915,3.008365,0
n2_chain_17c11878,1,0,6.867348,2.990663,6.750650,3.425268,0
n2_chain_17c11878,1,1,0.891659,4.348689,6.391915,3.008365,0
n2_chain_17c11878,2,0,6.867348,2.990663,6.750650,3.425268,0
n2_chain_17c11878,2,1,1.444342,5.209508,6.391915,3.008365,0
n2_chain_17c11878,3,0,6.867348,2.990663,6.750650,3.425268,0
n2_chain_17c11878,3,1,2.641435,5.221353,6.391915,3.008365,0
n2_chain_17c11878,4,0,6.867348,2.990663,6.750650,3.425268,0
n2_chain_17c11878,4,1,3.841427,5.217344,6.391915,3.008365,0
n2_chain_17c11878,5,0,6.867348,2.990663,6.750650,3.425268,0
n2_chain_17c11878,5,1,5.035487,5.121186,6.391915,3.008365,0
n2_chain_17c11878,6,0,7.011966,3.034860,6.750650,3.425268,0
n2_chain_17c11878,6,1,5.767013,4.224212,6.391915,3.008365,0
n2_chain_17c11878,7,0,7.222060,3.384459,6.750650,3.425268,0
n2_chain_17c11878,7,1,6.314995,3.156664,6.391915,3.008365,0
n2_chain_17c11878,8,0,7.199632,3.550113,6.750650,3.425268,0
n2_chain_17c11878,8,1,6.391915,3.008365,0.917619,5.418006,1
n2_chain_17c11878,9,0,7.199632,3.550113,6.750650,3.425268,0
n2_chain_17c11878,9,1,6.276161,3.218605,0.917619,5.418006,2
n2_chain_17c11878,10,0,6.750650,3.425268,7.237941,5.846193,1
n2_chain_17c11878,10,1,5.693211,4.267444,0.917619,5.418006,2
n2_chain_17c11878,11,0,6.750650,3.425268,7.237941,5.846193,1
n2_chain_17c11878,11,1,5.056638,5.177465,0.917619,5.418006,2
n2_chain_17c11878,12,0,6.892725,4.131112,7.237941,5.846193,2
n2_chain_17c11878,12,1,3.863377,5.221624,0.917619,5.418006,2
n2_chain_17c11878,13,0,7.129515,5.307517,7.237941,5.846193,2
n2_chain_17c11878,13,1,2.663386,5.217410,0.917619,5.418006,2
n2_chain_17c11878,14,0,7.237941,5.846193,7.237941,5.846193,3
n2_chain_17c11878,14,1,1.478771,5.323911,0.917619,5.418006,2
n2_chain_5ee6ddc6,0,0,1.411636,2.745675,9.338838,7.256499,0
n2_chain_5ee6ddc6,0,1,8.692509,0.898464,0.614493,8.341431,0
n2_chain_5ee6ddc6,1,0,1.489349,3.943156,9.338838,7.256499,0
n2_chain_5ee6ddc6,1,1,7.783942,1.682368,0.614493,8.341431,0
n2_chain_5ee6ddc6,2,0,1.590518,5.136718,9.338838,7.256499,0
n2_chain_5ee6ddc6,2,1,6.927273,2.519674,0.614493,8.341431,0
n2_chain_5ee6ddc6,3,0,1.993566,5.856070,9.338838,7.256499,0
n2_chain_5ee6ddc6,3,1,6.390688,3.579594,0.614493,8.341431,0
n2_chain_5ee6ddc6,4,0,3.158769,6.110489,9.338838,7.256499,0
n2_chain_5ee6ddc6,4,1,6.199057,4.588759,0.614493,8.341431,0
n2_chain_5ee6ddc6,5,0,4.330992,6.349717,9.338838,7.256499,0
n2_chain_5ee6ddc6,5,1,5.828438,5.104353,0.614493,8.341431,0
n2_chain_5ee6ddc6,6,0,5.513734,6.552072,9.338838,7.256499,0
n2_chain_5ee6ddc6,6,1,5.647929,5.477208,0.614493,8.341431,0
n2_chain_5ee6ddc6,7,0,6.708944,6.610422,9.338838,7.256499,0
n2_chain_5ee6ddc6,7,1,4.852378,6.026405,0.614493,8.341431,0
n2_chain_5ee6ddc6,8,0,7.902545,6.731384,9.338838,7.256499,0
n2_chain_5ee6ddc6,8,1,3.713829,6.405375,0.614493,8.341431,0
n2_chain_5ee6ddc6,9,0,8.999885,7.105051,9.338838,7.256499,0
n2_chain_5ee6ddc6,9,1,2.569831,6.767678,0.614493,8.341431,0
n2_chain_5ee6ddc6,10,0,9.338838,7.256499,4.725794,8.794314,1
n2_chain_5ee6ddc6,10,1,1.457165,7.204955,0.614493,8.341431,0
n2_chain_5ee6ddc6,11,0,9.177440,7.708551,4.725794,8.794314,2
n2_chain_5ee6ddc6,11,1,0.739819,8.140219,0.614493,8.341431,0
n2_chain_5ee6ddc6,12,0,8.682603,8.751406,4.725794,8.794314,2
n2_chain_5ee6ddc6,12,1,0.614493,8.341431,1.131559,2.041512,1
n2_chain_5ee6ddc6,13,0,8.177269,9.164033,4.725794,8.794314,2
n2_chain_5ee6ddc6,13,1,0.927231,7.693511,1.131559,2.041512,2
n2_chain_5ee6ddc6,14,0,6.977313,9.154537,4.725794,8.794314,2
n2_chain_5ee6ddc6,14,1,1.149940,6.519080,1.131559,2.041512,2
n2_chain_5ee6ddc6,15,0,5.778315,9.130498,4.725794,8.794314,2
n2_chain_5ee6ddc6,15,1,1.181928,5.319734,1.131559,2.041512,2
n2_chain_5ee6ddc6,16,0,4.725794,8.794314,4.725794,8.794314,3
n2_chain_5ee6ddc6,16,1,1.170537,4.119800,1.131559,2.041512,2
n2_chain_5ee6ddc6,17,0,4.725794,8.794314,4.725794,8.794314,3
n2_chain_5ee6ddc6,17,1,1.148823,2.919998,1.131559,2.041512,2
n2_chain_c08d4520,0,0,8.391820,4.072180,6.685721,0.978574,0
n2_chain_c08d4520,0,1,4.058475,5.092182,2.416370,7.530455,0
n2_chain_c08d4520,1,0,8.241739,2.882734,6.685721,0.978574,0
n2_chain_c08d4520,1,1,3.906490,6.282516,2.416370,7.530455,0
n2_chain_c08d4520,2,0,7.878107,1.945355,6.685721,0.978574,0
n2_chain_c08d4520,2,1,3.663776,7.250367,2.416370,7.530455,0
n2_chain_c08d4520,3,0,7.038205,1.258313,6.685721,0.978574,0
n2_chain_c08d4520,3,1,2.826433,7.498858,2.416370,7.530455,0
n2_chain_c08d4520,4,0,7.038205,1.258313,6.685721,0.978574,0
n2_chain_c08d4520,4,1,2.416370,7.530455,8.796506,3.968035,1
n2_chain_c08d4520,5,0,6.685721,0.978574,8.454268,7.090010,1
n2_chain_c08d4520,5,1,2.894838,7.492430,8.796506,3.968035,2
n2_chain_c08d4520,6,0,6.879774,1.119795,8.454268,7.090010,2
n2_chain_c08d4520,6,1,4.063434,7.231726,8.796506,3.968035,2
n2_chain_c08d4520,7,0,7.781021,1.905829,8.454268,7.090010,2
n2_chain_c08d4520,7,1,5.206080,6.865543,8.796506,3.968035,2
n2_chain_c08d4520,8,0,8.238700,2.618907,8.454268,7.090010,2
n2_chain_c08d4520,8,1,6.364297,6.551791,8.796506,3.968035,2
n2_chain_c08d4520,9,0,8.210909,3.818534,8.454268,7.090010,2
n2_chain_c08d4520,9,1,7.547002,6.368771,8.796506,3.968035,2
n2_chain_c08d4520,10,0,8.204468,5.018513,8.454268,7.090010,2
n2_chain_c08d4520,10,1,8.664998,6.077217,8.796506,3.968035,2
n2_chain_c08d4520,11,0,8.191895,6.138445,8.454268,7.090010,2
n2_chain_c08d4520,11,1,8.981031,5.498771,8.796506,3.968035,2
n2_chain_c08d4520,12,0,8.454268,7.090010,8.454268,7.090010,3
n2_chain_c08d4520,12,1,8.819295,4.314238,8.796506,3.968035,2
n2_fork_1c216097,0,0,2.262332,7.237936,6.155294,5.965608,0
n2_fork_1c216097,0,1,0.983362,0.892483,6.323258,6.489333,0
n2_fork_1c216097,1,0,3.435462,6.985415,6.155294,5.965608,0
n2_fork_1c216097,1,1,2.116481,1.287503,6.323258,6.489333,0
n2_fork_1c216097,2,0,4.608592,6.732894,6.155294,5.965608,0
n2_fork_1c216097,2,1,3.249601,1.682522,6.323258,6.489333,0
n2_fork_1c216097,3,0,5.723986,6.430611,6.155294,5.965608,0
n2_fork_1c216097,3,1,4.382720,2.077542,6.323258,6.489333,0
n2_fork_1c216097,4,0,5.911755,6.354317,6.155294,5.965608,0
n2_fork_1c216097,4,1,5.456289,2.596430,6.323258,6.489333,0
n2_fork_1c216097,5,0,5.911755,6.354317,6.155294,5.965608,0
n2_fork_1c216097,5,1,6.100845,3.118287,6.323258,6.489333,0
n2_fork_1c216097,6,0,5.981351,6.415064,6.155294,5.965608,0
n2_fork_1c216097,6,1,6.215338,4.294333,6.323258,6.489333,0
n2_fork_1c216097,7,0,5.699299,6.472212,6.155294,5.965608,0
n2_fork_1c216097,7,1,6.234144,5.486874,6.323258,6.489333,0
n2_fork_1c216097,8,0,5.369383,6.465151,6.155294,5.965608,0
n2_fork_1c216097,8,1,6.323258,6.489333,10.588846,7.421489,1
n2_fork_1c216097,9,0,5.369383,6.465151,6.155294,5.965608,0
n2_fork_1c216097,9,1,6.323258,6.489333,10.588846,7.421489,1
n2_fork_1c216097,10,0,5.768750,6.338042,6.155294,5.965608,0
n2_fork_1c216097,10,1,6.898977,6.658293,10.588846,7.421489,2
n2_fork_1c216097,11,0,6.155294,5.965608,6.163777,5.628266,1
n2_fork_1c216097,11,1,8.050415,6.996214,10.588846,7.421489,2
n2_fork_1c216097,12,0,6.155294,5.965608,6.163777,5.628266,1
n2_fork_1c216097,12,1,9.201853,7.334135,10.588846,7.421489,2
n2_fork_1c216097,13,0,6.163777,5.628266,6.163777,5.628266,3
n2_fork_1c216097,13,1,10.385590,7.453987,10.588846,7.421489,2
n2_fork_97ecd536,0,0,6.902174,3.446167,2.378028,2.934868,0
n2_fork_97ecd536,0,1,7.933810,5.736428,2.909017,3.078224,0
n2_fork_97ecd536,1,0,5.709765,3.311406,2.378028,2.934868,0
n2_fork_97ecd536,1,1,7.138271,5.315574,2.909017,3.078224,0
n2_fork_97ecd536,2,0,4.517356,3.176646,2.378028,2.934868,0
n2_fork_97ecd536,2,1,6.342732,4.894720,2.909017,3.078224,0
n2_fork_97ecd536,3,0,3.324946,3.041885,2.378028,2.934868,0
n2_fork_97ecd536,3,1,5.153619,4.790546,2.909017,3.078224,0
n2_fork_97ecd536,4,0,2.378028,2.934868,8.976935,2.598674,1
n2_fork_97ecd536,4,1,4.080744,4.275598,2.909017,3.078224,0
n2_fork_97ecd536,5,0,2.378028,2.934868,8.976935,2.598674,1
n2_fork_97ecd536,5,1,3.772748,3.551753,2.909017,3.078224,0
n2_fork_97ecd536,6,0,2.841615,2.739197,8.976935,2.598674,2
n2_fork_97ecd536,6,1,3.293107,3.576499,2.909017,3.078224,0
n2_fork_97ecd536,7,0,3.976913,2.665913,8.976935,2.598674,2
n2_fork_97ecd536,7,1,2.909017,3.078224,5.559076,4.479966,1
n2_fork_97ecd536,8,0,5.172757,2.747383,8.976935,2.598674,2
n2_fork_97ecd536,8,1,3.227241,3.246549,5.559076,4.479966,2
n2_fork_97ecd536,9,0,6.372377,2.720721,8.976935,2.598674,2
n2_fork_97ecd536,9,1,4.287991,3.807629,5.559076,4.479966,2
