uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_281b17fc,0,0,3.429911,9.446241,1.513523,4.162530,0
n2_chain_281b17fc,0,1,7.602392,7.692767,0.502706,7.199427,0
n2_chain_281b17fc,1,0,3.533358,8.722503,1.513523,4.162530,0
n2_chain_281b17fc,1,1,6.454604,7.393529,0.502706,7.199427,0
n2_chain_281b17fc,2,0,3.673689,8.136483,1.513523,4.162530,0
n2_chain_281b17fc,2,1,5.333769,7.132409,0.502706,7.199427,0
n2_chain_281b17fc,3,0,3.439417,7.663288,1.513523,4.162530,0
n2_chain_281b17fc,3,1,4.263688,6.852517,0.502706,7.199427,0
n2_chain_281b17fc,4,0,3.261496,7.133180,1.513523,4.162530,0
n2_chain_281b17fc,4,1,3.407533,6.193067,0.502706,7.199427,0
n2_chain_281b17fc,5,0,3.118789,6.173382,1.513523,4.162530,0
n2_chain_281b17fc,5,1,2.549103,5.382552,0.502706,7.199427,0
n2_chain_281b17fc,6,0,2.400013,5.213263,1.513523,4.162530,0
n2_chain_281b17fc,6,1,1.431986,5.244829,0.502706,7.199427,0
n2_chain_281b17fc,7,0,1.626605,4.295764,1.513523,4.162530,0
n2_chain_281b17fc,7,1,0.672737,6.168565,0.502706,7.199427,0
n2_chain_281b17fc,8,0,1.513523,4.162530,3.400581,7.669753,2
n2_chain_281b17fc,8,1,0.511407,6.749511,0.502706,7.199427,0
n2_chain_281b17fc,9,0,2.307106,5.062656,3.400581,7.669753,2
n2_chain_281b17fc,9,1,0.502706,7.199427,2.527956,3.760772,1
n2_chain_281b17fc,10,0,3.039587,6.010711,3.400581,7.669753,2
n2_chain_281b17fc,10,1,0.682913,6.265938,2.527956,3.760772,2
n2_chain_281b17fc,11,0,3.336217,7.157864,3.400581,7.669753,2
n2_chain_281b17fc,11,1,1.314615,5.267201,2.527956,3.760772,2
n2_chain_281b17fc,12,0,3.400581,7.669753,3.400581,7.669753,3
n2_chain_281b17fc,12,1,2.063941,4.329959,2.527956,3.760772,2
n2_chain_66a35431,0,0,8.421116,11.376510,7.726400,5.767443,0
n2_chain_66a35431,0,1,1.806548,4.625239,7.221462,5.549414,0
n2_chain_66a35431,1,0,9.445260,10.754556,7.726400,5.767443,0
n2_chain_66a35431,1,1,2.996192,4.476699,7.221462,5.549414,0
n2_chain_66a35431,2,0,10.109785,9.998436,7.726400,5.767443,0
n2_chain_66a35431,2,1,4.182572,4.632876,7.221462,5.549414,0
n2_chain_66a35431,3,0,10.079702,8.798854,7.726400,5.767443,0
n2_chain_66a35431,3,1,5.338556,4.954194,7.221462,5.549414,0
n2_chain_66a35431,4,0,9.918583,7.714006,7.726400,5.767443,0
n2_chain_66a35431,4,1,6.483488,5.313506,7.221462,5.549414,0
n2_chain_66a35431,5,0,9.060627,7.037979,7.726400,5.767443,0
n2_chain_66a35431,5,1,7.221462,5.549414,6.109714,6.715307,1
