uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_060a40ee,0,0,2.082677,6.393004,1.463584,1.833270,0
n2_chain_060a40ee,0,1,5.218315,7.313263,2.309249,5.594049,0
n2_chain_060a40ee,1,0,1.972729,5.198052,1.463584,1.833270,0
n2_chain_060a40ee,1,1,4.031751,7.153867,2.309249,5.594049,0
n2_chain_060a40ee,2,0,1.853752,4.004018,1.463584,1.833270,0
n2_chain_060a40ee,2,1,2.874314,6.909375,2.309249,5.594049,0
n2_chain_060a40ee,3,0,1.659338,2.820130,1.463584,1.833270,0
n2_chain_060a40ee,3,1,2.463888,6.016644,2.309249,5.594049,0
n2_chain_060a40ee,4,0,1.463584,1.833270,7.347663,5.613073,1
n2_chain_060a40ee,4,1,2.463888,6.016644,2.309249,5.594049,0
n2_chain_060a40ee,5,0,1.497692,2.189639,7.347663,5.613073,2
n2_chain_060a40ee,5,1,2.303828,5.714017,2.309249,5.594049,0
n2_chain_060a40ee,6,0,1.902330,3.156675,7.347663,5.613073,2
n2_chain_060a40ee,6,1,2.309249,5.594049,1.143981,5.244694,1
n2_chain_060a40ee,7,0,2.588486,3.515558,7.347663,5.613073,2
n2_chain_060a40ee,7,1,1.734522,5.421742,1.143981,5.244694,2
n2_chain_060a40ee,8,0,3.771708,3.715461,7.347663,5.613073,2
n2_chain_060a40ee,8,1,1.143981,5.244694,1.143981,5.244694,3
n2_chain_060a40ee,9,0,4.956469,3.906088,7.347663,5.613073,2
n2_chain_060a40ee,9,1,1.143981,5.244694,1.143981,5.244694,3
n2_chain_060a40ee,10,0,6.135383,4.124487,7.347663,5.613073,2
n2_chain_060a40ee,10,1,1.143981,5.244694,1.143981,5.244694,3
n2_chain_060a40ee,11,0,6.928995,4.534358,7.347663,5.613073,2
n2_chain_060a40ee,11,1,1.143981,5.244694,1.143981,5.244694,3
n2_chain_47f74576,0,0,9.567715,6.133226,2.684714,2.024364,0
n2_chain_47f74576,0,1,11.432429,4.419424,3.096513,1.659781,0
n2_chain_47f74576,1,0,8.416917,5.793132,2.684714,2.024364,0
n2_chain_47f74576,1,1,10.232484,4.407979,3.096513,1.659781,0
n2_chain_47f74576,2,0,7.266119,5.453037,2.684714,2.024364,0
n2_chain_47f74576,2,1,10.219609,3.220969,3.096513,1.659781,0
n2_chain_47f74576,3,0,6.115321,5.112943,2.684714,2.024364,0
n2_chain_47f74576,3,1,9.615701,2.197733,3.096513,1.659781,0
n2_chain_47f74576,4,0,4.964829,4.771828,2.684714,2.024364,0
n2_chain_47f74576,4,1,8.722992,1.605659,3.096513,1.659781,0
n2_chain_47f74576,5,0,3.851669,4.363317,2.684714,2.024364,0
n2_chain_47f74576,5,1,7.530969,1.467785,3.096513,1.659781,0
n2_chain_47f74576,6,0,3.231318,3.478645,2.684714,2.024364,0
n2_chain_47f74576,6,1,6.351632,1.297330,3.096513,1.659781,0
