uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_0df40746,0,0,1.564153,6.000559,4.924409,4.037243,0
n2_chain_0df40746,0,1,6.931410,5.035181,5.476666,6.505333,0
n2_chain_0df40746,1,0,2.046198,4.951558,4.924409,4.037243,0
n2_chain_0df40746,1,1,6.087364,5.888167,5.476666,6.505333,0
n2_chain_0df40746,2,0,2.939336,4.461914,4.924409,4.037243,0
n2_chain_0df40746,2,1,5.476666,6.505333,7.445946,6.392421,1
n2_chain_0df40746,3,0,4.111924,4.206991,4.924409,4.037243,0
n2_chain_0df40746,3,1,5.476666,6.505333,7.445946,6.392421,1
n2_chain_0df40746,4,0,4.924409,4.037243,4.217364,0.607255,1
n2_chain_0df40746,4,1,6.195485,6.464118,7.445946,6.392421,2
n2_chain_0df40746,5,0,4.924409,4.037243,4.217364,0.607255,2
n2_chain_0df40746,5,1,7.174091,6.395014,7.445946,6.392421,2
n2_chain_0df40746,6,0,4.451478,2.934367,4.217364,0.607255,2
n2_chain_0df40746,6,1,7.445946,6.392421,7.445946,6.392421,3
n2_chain_0df40746,7,0,3.978588,1.831473,4.217364,0.607255,2
n2_chain_0df40746,7,1,7.445946,6.392421,7.445946,6.392421,3
n2_chain_0df40746,8,0,4.188519,0.779097,4.217364,0.607255,2
n2_chain_0df40746,8,1,7.445946,6.392421,7.445946,6.392421,3
n2_chain_5c29c9ac,0,0,7.464421,2.711605,1.200556,6.829159,0
n2_chain_5c29c9ac,0,1,1.778987,6.660687,1.122549,7.373599,0
n2_chain_5c29c9ac,1,0,6.394097,3.254196,1.200556,6.829159,0
n2_chain_5c29c9ac,1,1,1.042725,6.930735,1.122549,7.373599,0
n2_chain_5c29c9ac,2,0,5.326891,3.802762,1.200556,6.829159,0
n2_chain_5c29c9ac,2,1,1.042725,6.930735,1.122549,7.373599,0
n2_chain_5c29c9ac,3,0,4.317608,4.442821,1.200556,6.829159,0
n2_chain_5c29c9ac,3,1,1.042725,6.930735,1.122549,7.373599,0
n2_chain_5c29c9ac,4,0,3.726714,5.486569,1.200556,6.829159,0
n2_chain_5c29c9ac,4,1,1.042725,6.930735,1.122549,7.373599,0
n2_chain_5c29c9ac,5,0,3.187498,6.386822,1.200556,6.829159,0
n2_chain_5c29c9ac,5,1,1.042725,6.930735,1.122549,7.373599,0
n2_chain_5c29c9ac,6,0,2.278669,6.641731,1.200556,6.829159,0
n2_chain_5c29c9ac,6,1,0.845839,7.014477,1.122549,7.373599,0
n2_chain_5c29c9ac,7,0,1.282416,6.803229,1.200556,6.829159,0
n2_chain_5c29c9ac,7,1,0.495692,7.531909,1.122549,7.373599,0
n2_chain_5c29c9ac,8,0,1.320367,6.835885,7.208895,6.980002,2
n2_chain_5c29c9ac,8,1,0.580287,7.679212,1.122549,7.373599,0
n2_chain_5c29c9ac,9,0,2.518481,6.903129,7.208895,6.980002,2
n2_chain_5c29c9ac,9,1,1.122549,7.373599,1.669371,3.268901,1
n2_chain_5c29c9ac,10,0,3.708260,7.026403,7.208895,6.980002,2
n2_chain_5c29c9ac,10,1,1.122549,7.373599,1.669371,3.268901,1
n2_chain_5c29c9ac,11,0,4.903842,7.019114,7.208895,6.980002,2
n2_chain_5c29c9ac,11,1,0.644229,6.545854,1.669371,3.268901,2
n2_chain_5c29c9ac,12,0,6.103716,7.002988,7.208895,6.980002,2
n2_chain_5c29c9ac,12,1,0.558003,5.369816,1.669371,3.268901,2
n2_chain_5c29c9ac,13,0,7.109441,7.037839,7.208895,6.980002,2
n2_chain_5c29c9ac,13,1,0.856141,4.251156,1.669371,3.268901,2
n2_chain_5c29c9ac,14,0,7.208895,6.980002,7.208895,6.980002,3
n2_chain_5c29c9ac,14,1,1.560458,3.284113,1.669371,3.268901,2
n2_chain_b20c95e7,0,0,6.977584,1.031923,6.365259,4.756486,0
n2_chain_b20c95e7,0,1,1.023977,1.998658,6.318341,5.304481,0
n2_chain_b20c95e7,1,0,6.782915,2.216028,6.365259,4.756486,0
n2_chain_b20c95e7,1,1,1.784810,2.926625,6.318341,5.304481,0
n2_chain_b20c95e7,2,0,6.588246,3.400133,6.365259,4.756486,0
n2_chain_b20c95e7,2,1,2.616345,3.789021,6.318341,5.304481,0
