uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_197e59af,0,0,4.102208,5.419884,6.377864,1.875194,0
n2_chain_197e59af,0,1,6.385034,0.664829,5.619512,6.370858,0
n2_chain_197e59af,1,0,5.102506,5.123524,6.377864,1.875194,0
n2_chain_197e59af,1,1,6.187509,1.844105,5.619512,6.370858,0
n2_chain_197e59af,2,0,5.572842,4.063370,6.377864,1.875194,0
n2_chain_197e59af,2,1,6.594198,2.778731,5.619512,6.370858,0
n2_chain_197e59af,3,0,5.991123,2.938642,6.377864,1.875194,0
n2_chain_197e59af,3,1,6.678432,3.601496,5.619512,6.370858,0
n2_chain_197e59af,4,0,6.377864,1.875194,7.449478,2.092753,1
n2_chain_197e59af,4,1,6.044883,4.608378,5.619512,6.370858,0
n2_chain_197e59af,5,0,6.377864,1.875194,7.449478,2.092753,1
n2_chain_197e59af,5,1,5.743622,5.768678,5.619512,6.370858,0
n2_chain_197e59af,6,0,7.205006,2.152535,7.449478,2.092753,2
n2_chain_197e59af,6,1,5.619512,6.370858,0.829792,3.415249,1
n2_chain_197e59af,7,0,7.449478,2.092753,7.449478,2.092753,3
n2_chain_197e59af,7,1,4.922506,6.190354,0.829792,3.415249,2
n2_chain_197e59af,8,0,7.449478,2.092753,7.449478,2.092753,3
n2_chain_197e59af,8,1,3.760828,5.889512,0.829792,3.415249,2
n2_chain_197e59af,9,0,7.449478,2.092753,7.449478,2.092753,3
n2_chain_197e59af,9,1,2.599151,5.588671,0.829792,3.415249,2
n2_chain_197e59af,10,0,7.449478,2.092753,7.449478,2.092753,3
n2_chain_197e59af,10,1,1.508897,5.131688,0.829792,3.415249,2
n2_chain_197e59af,11,0,7.449478,2.092753,7.449478,2.092753,3
n2_chain_197e59af,11,1,1.041775,4.447179,0.829792,3.415249,2
n2_chain_5fd352f9,0,0,2.082677,6.393004,1.463584,1.833270,0
n2_chain_5fd352f9,0,1,5.218315,7.313263,2.309249,5.594049,0
n2_chain_5fd352f9,1,0,1.972729,5.198052,1.463584,1.833270,0
n2_chain_5fd352f9,1,1,4.031751,7.153867,2.309249,5.594049,0
n2_chain_5fd352f9,2,0,1.853752,4.004018,1.463584,1.833270,0
n2_chain_5fd352f9,2,1,2.874314,6.909375,2.309249,5.594049,0
n2_chain_5fd352f9,3,0,1.659338,2.820130,1.463584,1.833270,0
n2_chain_5fd352f9,3,1,2.463888,6.016644,2.309249,5.594049,0
n2_chain_5fd352f9,4,0,1.463584,1.833270,7.347663,5.613073,1
n2_chain_5fd352f9,4,1,2.463888,6.016644,2.309249,5.594049,0
n2_chain_5fd352f9,5,0,1.463584,1.833270,7.347663,5.613073,1
