uid,replan_idx,agent,pos_x,pos_y,sg_x,sg_y,phase
n2_chain_02697044,0,0,7.959183,1.758104,4.824509,4.592838,0
n2_chain_02697044,0,1,4.925981,5.478854,4.781243,4.044543,0
n2_chain_02697044,1,0,7.454049,2.804488,4.824509,4.592838,0
n2_chain_02697044,1,1,5.372571,4.454254,4.781243,4.044543,0
n2_chain_02697044,2,0,6.691197,3.729537,4.824509,4.592838,0
n2_chain_02697044,2,1,4.781243,4.044543,1.015327,0.524707,1
n2_chain_02697044,3,0,6.001595,4.711530,4.824509,4.592838,0
n2_chain_02697044,3,1,4.661284,4.041407,1.015327,0.524707,2
n2_chain_02697044,4,0,5.169689,5.506558,4.824509,4.592838,0
n2_chain_02697044,4,1,3.461694,4.010045,1.015327,0.524707,2
n2_chain_02697044,5,0,4.824509,4.592838,3.008267,4.524110,1
n2_chain_02697044,5,1,2.335941,3.984173,1.015327,0.524707,2
n2_chain_02697044,6,0,4.824509,4.592838,3.008267,4.524110,1
n2_chain_02697044,6,1,1.765614,3.100998,1.015327,0.524707,2
n2_chain_02697044,7,0,3.940629,5.183472,3.008267,4.524110,2
n2_chain_02697044,7,1,1.921567,1.912839,1.015327,0.524707,2
n2_chain_02697044,8,0,3.057610,4.594346,3.008267,4.524110,2
n2_chain_02697044,8,1,1.439654,0.873757,1.015327,0.524707,2
n2_chain_3fc4fe76,0,0,10.666386,5.680009,4.462930,6.390643,0
n2_chain_3fc4fe76,0,1,8.131347,1.679280,4.971966,6.182360,0
n2_chain_3fc4fe76,1,0,9.957841,6.648494,4.462930,6.390643,0
n2_chain_3fc4fe76,1,1,7.158054,2.379732,4.971966,6.182360,0
n2_chain_3fc4fe76,2,0,9.151410,7.528594,4.462930,6.390643,0
n2_chain_3fc4fe76,2,1,6.387383,3.279313,4.971966,6.182360,0
n2_chain_3fc4fe76,3,0,8.002633,7.753921,4.462930,6.390643,0
n2_chain_3fc4fe76,3,1,5.802019,4.323392,4.971966,6.182360,0
n2_chain_3fc4fe76,4,0,7.165321,7.502102,4.462930,6.390643,0
n2_chain_3fc4fe76,4,1,5.325630,5.421290,4.971966,6.182360,0
n2_chain_3fc4fe76,5,0,6.128327,7.206599,4.462930,6.390643,0
n2_chain_3fc4fe76,5,1,4.971966,6.182360,10.228946,7.977926,1
n2_chain_3fc4fe76,6,0,5.007596,7.180662,4.462930,6.390643,0
n2_chain_3fc4fe76,6,1,5.085525,6.221147,10.228946,7.977926,2
n2_chain_3fc4fe76,7,0,4.462930,6.390643,1.649979,2.720982,1
n2_chain_3fc4fe76,7,1,6.221112,6.609016,10.228946,7.977926,2
n2_chain_3fc4fe76,8,0,4.462930,6.390643,1.649979,2.720982,1
n2_chain_3fc4fe76,8,1,7.356699,6.996886,10.228946,7.977926,2
n2_chain_3fc4fe76,9,0,4.272916,5.821549,1.649979,2.720982,2
n2_chain_3fc4fe76,9,1,8.492286,7.384755,10.228946,7.977926,2
n2_chain_3fc4fe76,10,0,3.739012,4.755209,1.649979,2.720982,2
n2_chain_3fc4fe76,10,1,9.627872,7.772624,10.228946,7.977926,2
n2_chain_3fc4fe76,11,0,2.904847,3.893152,1.649979,2.720982,2
n2_chain_3fc4fe76,11,1,10.228946,7.977926,10.228946,7.977926,3
n2_chain_3fc4fe76,12,0,2.029318,3.072541,1.649979,2.720982,2
n2_chain_3fc4fe76,12,1,10.228946,7.977926,10.228946,7.977926,3
n2_chain_7e07b912,0,0,4.102208,5.419884,5.148124,6.087498,0
n2_chain_7e07b912,0,1,6.385034,0.664829,5.619512,6.370858,0
n2_chain_7e07b912,1,0,4.768810,5.845380,5.148124,6.087498,0
n2_chain_7e07b912,1,1,6.225471,1.854173,5.619512,6.370858,0
n2_chain_7e07b912,2,0,4.789144,5.816143,5.148124,6.087498,0
n2_chain_7e07b912,2,1,6.112739,3.045161,5.619512,6.370858,0
n2_chain_7e07b912,3,0,4.789144,5.816143,5.148124,6.087498,0
n2_chain_7e07b912,3,1,6.060346,4.243227,5.619512,6.370858,0
n2_chain_7e07b912,4,0,4.789144,5.816143,5.148124,6.087498,0
n2_chain_7e07b912,4,1,5.927442,5.435795,5.619512,6.370858,0
n2_chain_7e07b912,5,0,4.808862,5.779059,5.148124,6.087498,0
n2_chain_7e07b912,5,1,5.619512,6.370858,0.829792,3.415249,1
n2_chain_7e07b912,6,0,4.876294,5.788277,5.148124,6.087498,0
n2_chain_7e07b912,6,1,5.440390,6.539029,0.829792,3.415249,2
n2_chain_7e07b912,7,0,5.273354,5.691126,5.148124,6.087498,0
n2_chain_7e07b912,7,1,4.591365,6.399776,0.829792,3.415249,2
n2_chain_7e07b912,8,0,5.148124,6.087498,7.449478,2.092753,1
n2_chain_7e07b912,8,1,3.505752,5.895336,0.829792,3.415249,2
n2_chain_7e07b912,9,0,5.398854,5.167197,7.449478,2.092753,2
n2_chain_7e07b912,9,1,2.359224,5.541651,0.829792,3.415249,2
n2_chain_7e07b912,10,0,6.007797,4.134284,7.449478,2.092753,2
n2_chain_7e07b912,10,1,1.324523,5.150200,0.829792,3.415249,2
n2_chain_7e07b912,11,0,6.691678,3.148289,7.449478,2.092753,2
n2_chain_7e07b912,11,1,0.971815,4.073789,0.829792,3.415249,2
n2_chain_7e07b912,12,0,7.391457,2.173452,7.449478,2.092753,2
n2_chain_7e07b912,12,1,0.829792,3.415249,0.829792,3.415249,3
n2_chain_e657d1ee,0,0,5.001611,5.497255,6.072510,9.303971,0
n2_chain_e657d1ee,0,1,6.638299,10.416840,6.252156,9.823805,0
n2_chain_e657d1ee,1,0,5.287120,6.655905,6.072510,9.303971,0
n2_chain_e657d1ee,1,1,6.498624,10.224671,6.252156,9.823805,0
n2_chain_e657d1ee,2,0,5.508905,7.832928,6.072510,9.303971,0
n2_chain_e657d1ee,2,1,6.682021,10.005564,6.252156,9.823805,0
n2_chain_e657d1ee,3,0,5.839691,8.943644,6.072510,9.303971,0
